247445038||Buscamos y editamos datos e información de comercio exterior y financiera para hacer inteligencia de mercados. Contribuimos a la competitividad empresarial||B||B
153425791||Comunicador Social y Periodista de la Universidad de la Sabana. Editor de deportes en https://t.co/QSjNcqaA3I y amante del ciclismo.||2||26
196613166||Periodista,Social Media, pragmática,sarcástica,positivista, irónica,descarada,irreverente,cínica, melómana, criada con café y rock ... Perdida desde 1992||2||26
287825516||Solamente quiero un mejor país. Profesional en Negocios Internacionales y Mercadeo. Sígueme en: Instagram: tavoandresarias Facebook: tavoandresarias 😃😃😃😃||2||24
347598588||Adepto de la tecnología, medio ecologista y observador singular con diplomado en crítica mordaz. xD||A||A
309752728||Todos los PRODUCTOS GRÁFICOS que su empresa, su industria o usted están necesitando... 3102323436||B||B
61791340||Papá de Sofía, la mejor hija del mundo!!!Economista e Investigador en @CERAC DJ de SoundMix, amante del rock, la rumba, y los deportes.||2||26
234147322||Papá y autor de @papaprendiz - Diseñador senior en @monoku - Diseñador de https://t.co/92PNyD8oQF e https://t.co/Vguynt0GLc||2||24
311072489||Tía enamorada. Es todo lo que tengo que decir al respecto.||A||A
353286068||No permitas que alguien intervenga es tus metas... Si quieres puedes ... Si luchas logras .. Se tu mismo y se Feliz :D||A||A
342349709||Violinista clásico pero interesado en conceptos modernos y fusiones...||2||26
84631105||#LoveDigitalMarketing ♥ ||2||24
298033369||Especialista en Gerencia para la Com.Organizacional. Apasionada por su profesión y con curiosidad por los Medios Sociales #Sisgecom http://t.co/zesLGVVVeM||2|24|
113123595||Comunicador Social,  caminante de tiempo completo con Dios y con gran afición por el Futbol||2||26
2392787571||Represento aquel limite de llegar a perder la cordura||A||A
35063641||Telecommunications Engineer||2||21
209926257||Soy un Feminista, Filántropo, Cinéfilo, amante de la música pop y del realismo mágico. I born this way. Docente de Ciencias Sociales.||2||23
343443415||Planes pa armar parche CINE - RUMBA - TEATRO - CONCIERTOS - CONFERENCIAS - EXPOSICIONES - FESTIVALES envía tu evento a regaladoblog.evento@blogger.com||B||B
87731731||Parategood||A||A
71050987||Currambero, camellador y gozador de la vida, pero extrañando la brisa, el sol, el mar y el sabor de la gente de mi tierra bella, Mi Barranquilla del alma. 😎||A||A
148915728||Rosarista...futuro trader! ...y obvio TENIS, Chelsea FC y LA Lakers||2||26
110312729||Editora en edición||2||26
81130910||Mujer, Madre, Esposa y Administradora de Empresas||2||24
222666265||ESTUDIANTE DE ING ELECTRONICA||2||21
79339693||Estudiante de comunicación social y periodismo.||2||26
166456334||Dedicada a ser feliz todos los días!!! Mis grandes pasiones el marketing y la #zumba.||2||24
234926713||Amo correr.. Amo los libros.. A/N mi pasión||A||A
340507941||Estudiante Diseno Gráfico||2||24
29115153||Caldense, manizaleña, enamorada de la vida. Mamá de Juan Simón. Futura Comunicadora #coleccionistadesonrisas #LaColonia. Aquí encontraran un poco lo que soy.||2||26
92775137||MBA - Ing. Civil - Especialista en Diseño, construcción y  conservación de vías.||2||21
53086517||Periodista, músico y melómano. Amante del rock y del dance de principio de los 90, volvería a vivir 1992...||2||21
150073475||hummm...soy ing mecatronico.......feliz como soy ;) ..... Y re tragado de mi #NovioGay ;)||2||21
43197321||Empresa Colombiana con más de 12 años de experiencia en Proyectos de tecnología, desarrollo de Software Innovador.||B||B 
271577274||Enamorada de ti, papito Dios!!! Gracias por Amarnos tanto!! La Gloria por 100 tuya!!!||A||A 
130841404||Apasionado por el marketing, la lectura, el internet, la bicicleta, la montaña y el deporte.||2||21
151725053||Mujer, 39 años, Licenciada en Química. Amo el Rock, cine, Santa Fe, rollos de canela, chocolate amargo, @rogerfederer, queso, el arte y las #converse||2||23
131703797||Enamorada de mi hija♥...||A||A 
335478691||Le ponemos la mejor música a tus eventos. Todos los géneros, los mejores precios||B||B 
119241660||#SMM #CM, nunca aprendi a comer spaghettis con cuchara, #socialholic | #LaSalaDelGato | #CatTip||A||A 
559822511||Aplomada y aterrizada Magíster en marketing y dirección comercial| #Ventas #Marketing #liderazgocolaborativo||2||24
2158743598||Periodista Entretenimiento RCN||2||26
95943182||La educación como motor fundamental, para el desarrollo social.||2||23
140491526||Diseñador Grafico diario MARCA||2||24
329240232||Economista - Asesora Desarrollo Rural Sostenible en @DNP_Colombia||2||26
186715285||Comunicador social y periodista de la U. Jorge Tadeo Lozano de Bogotá, Amante del fútbol,viviendo en Shanghai,buscando nuevos horizontes,msn calvino18@hotmail.c||2||26
66506193||Docente por vocación, con experiencia en la enseñanza de la química a través de la locura que todo lo cura.||2||23
130291826||Ing. Financiera - Magister en Finanzas📈 Mi vida es de Dios🙏🏼 Amo mi familia👨‍👩‍👧‍👧💖Amo a mi Amor🙎🏻‍♂️❤️ Amante del Tenis🎾 Fanática de las Aves🦉🦅🐤||2||21
309206305||Ingeniero de Sistemas.||2||21
958779596||Asesor Web Marketing,soltero,católico,me  gusta la ciencia,filosofía y teología,la salsa,pop,caminar, nadar tener amigas entre otras actividades más!!!||2||24
167568316||Life has got to be lived -- that's all there is to it.||A||A 
327324522||Estudiante de sistemas||2||21
2549179190||América De Cali 1927||A||A 
632915945||La felicidad esta en el camino no en el destino 👣⏳😏~Enjoy your life! 🎵🎉☇~Amante del futbol ⚽🦁🇵🇱 ~Administración y gestión ambiental. 🌎🌳||2||24
39168725||Publicista, Cofundador de @copublicitarias @movimientoclic @CongresoAdictos ¡Artista del capitalismo! #HayQueViajar||2||26
149118910||Biology B.Sc. - Microbiology M.Sc.Science lover||2||21
324730473||Rolo a mucho honor. Aunque tengo dos pies izquierdos, tengo algo que enamora a las viejas: LABIA. Con ella encanto a todas las mamacitas.||A||A 
1361973889||Ingeniero de Sistemas, enamorado de mi familia.||2||21
319891302||Everything is Possible||A||A
53432052||Cartagenera, comunicadora,  apasionada por el #MarketingDigital. Amante absoluta de los gatos y ahora mamá de Cisco.||2||24
43125204||Economista de la Universdiad Nacional con posgrado en economía y maestría en econometría de la Universidad Torcuato di Tella. Espacio al servicio de la paz!||2||26
431189269||Colombiano amante del fútbol, hincha del América de Cali y del Real Madrid y por supuesto de mi seleccion Colombia.#Orgullosamenteamericano||A||A 
285798706||Never stop learning!||A||A 
176236611||Comunicador Social y Periodista... un aficionado al fútbol !!!||2||26
49691956||No lo sabía todo, por eso soy periodista.||2||26
46105974||Comunicadora Social - Periodista. Especialista en Responsabilidad Social Empresarial. ❤||2||26
130401510||Ingeniero Electrónico, sector TIC, esposo de Tatiana. Convencido de que el mundo se puede mejorar. @DNP_Colombia||2||21
70322946||Video/motion graphics/edición/Amante del cine/el fútbol/el tenis/los videojuegos/la música/la burla. Ah, y buen defensa central!||2||24
260550205||Pendiente por actualizar... :D||A||A 
186468775||Papá de Martina. Periodista y futbolero. Escéptico por naturaleza.||2||26
116090090||Ing. Agrónomo - Agroglobal S.A. - Semillas de Pastos y Hortalizas - Lactoreemplazador Nukamel Blue||2||21
545317242||Licenciado en Educación Física, Recreación y Deportes||2||23
222992888||Que bonita vecindad, es la vecindad del chavo.||A||A 
430745272||Amante del fútbol y las mujeres, dos pasiones que nos  regala Dios!||A||A
70984348||profesional en Diseñador Gráfico||2||24
292653456||Administrador de Empresas, consultor y capacitador en Lavado de Activos y Financiación del Terrorismo SARLAFT||2||24
14788312||Empresario, emprendedor, financiero, feliz. Amante de los viajes, los bonsai y del trabajo en madera.||2||24
99528027||EL DINERO hace personas ricas...       EL CONOCIMIENTO hace personas sabias... pero LA HUMILDAD hace grandes personas.||A||A 
549414210||americano100%||A||A
225432081||Orgullosamente Tolimense y Verdolaga, Rock and ROLL. Bogotá - Colombia||A||A 
242780935||Bailarina Frustrada pero Felizmente publicista :) ... Amante del Color y ejercicios DIY..||2||26
186231544||Carismática. típica hija de mi santa madrecita, no digo mentiras, pero a veces no toda la verdad. asi soy, qué le voy a hacer.||A||A 
92106973||Soy comunicador social periodista de la Universidad Externado de Colombia. Social Media Manager de la agencia TBWA Colombia.||2||26
142912979||Living la vida loca, desde la comodidad de mi cama. 💃🏽👊🏻||A||A 
351851359||Solo Rojoooo......De Corazón||A||A 
223155316||Ingeniero de Sistemas y Especialista en Gerencia de Proyectos de Sistemas.||2||21
331817480||El fútbol en mi vida es más que una pasión.||A||A 
397785342||Estudiante de economía de la Universidad Autónoma de Colombia||2||26
158097385||Ingeniero Industrial-U de los Andes. Bgotazul||2||21
304791724||Cada proyecto es único, especial y comprende un nuevo reto!||A||A
304472597||Bibliotecóloga y Archivista @Unisalle||2||26
303854546||Soto Sinisterra, se fundó el 24 de Mayo de 1978, fortaleciendo lazos con nuestros clientes y brindando su experiencia para apoyarte en tu meta inmobiliaria||B||B
2987707869||Colombian Escorts VIP le brinda una compañia de lujo perfecta para cada ocasión, necesidad o fantasía. Regálese un momento especial en Bogotá. Prepagos vip.||B||B
569622668||Forever Beloved ❤||A||A
169306101||Me gusta el fútbol el tenis y estar muy bien informada||A||A
296294754||Observador Político. Magister en Altos Estudios Políticos e Internacionales||2||26
1278949880||Diseñador gráfico. Estudio animación. Me gusta el buen rock y metal. Mein lehrer!||2||24
251201955||Psicóloga, me encanta viajar y conocer todo lo que el mundo tiene para mi♥. Me encanta reír y cuando no lo hago busco algo q lo logre. A todo lo q hago le meto♥||2||26
284937879||¤ Más sabe el Gamero por diablo que por viejo ¤||A||A 
388842663||Tecnologo de gestión de producción industrial ITC||3||31
218887653||Je suis Danny, j'ai 34 ans et moi, je préfère d'écouter de la musique. j'aime beaucoup de la technologie et tout ce que concerne aux médias.||A||A 
78209817||La disciplina, tarde o temprano vencerá la inteligencia.||A||A 
299736231||Vive tu vida y deja vivir||A||A
162676749||El amor no requiere que seas perfecto. El amor requiere que perdones.||A||A
210841803||Contador Publico Javeriano, Enamorado y casado! Con Mateo y Martin de herederos y Embajador de nacimiento...||2||24
297581184||Copywriter. Music lover. Hiphopper. Voice Actor. Soccer fan.||2||26
113203737||Administradora de Empresas - MBA Universidad de Buenos Aires. Aportando en la construcción de la #ciudadeducadora #teamobogota||2||24
37465666||Administrador de Empresas. Techno is the door, groove is the key! #iamtechno!||2||24
1273731720||Millonarios FC Nuestro único amor! Este es nuestro #LegadoAzul||A||A 
129012856||Director técnico de fútbol de la Asociación de técnicos del fútbol Argentino.||3||34
212997501||Ingeniero Civil Esp. Construccion de Edificaciones PUJ||2||21
853197950||Embedded systems developer, fanático de la cerveza y aspirante a baterista si no le gusta lo que está aquí: click en su foto y luego en cerrar sesión||2||21
302011785||Médico, Administrador de Salud,  Proyectista Prospectivista.  Coaching en Formación Consultorias en Prospectiva y Emprendimiento para el Sector Salud.||2||22
276259628||140 caracteres es complicado para una biografía mejor pregunta si tienes alguna duda||A||A
277177069||TPG Group: Correspondiente a las siglas de Training, Processing and Gaming Group (Entrenamiento, Procesamiento y Juegos)||A||A 
389903293||(Edward Hernández) En la vida ahí grandes obstáculos, lo importante es saberlos sortear y nunca detenerse!! Snapchat: negro0695 Instagram: negrohernandezr||A||A
404166908||Hijo de DIOS, Ciudadano del Reino, Esposo y Administrador.||2||24
2980606695||...se me nota en la cara, en la forma de hablar, de respirar y en las ganas de... pero nada más!Colombiana...y más vallecaucana no se puede.||A||A
200752747||Ing. Mecánico #un. Apasionado por Santa Fe. Con una corona de espinas te hiciste Rey por siempre.||2||21
192692589||Hotel Tequendama & Centro de Convenciones. Disfruta nuestros hoteles en Bogotá, Santa Marta, Cartagena y Buenaventura.   PBX: 57-1 3820300||B||B 
84208826||Comunicador Social - Periodista, soñador, apasionado, agradecido y feliz con la vida.||2||26
75352626||en ML no hacemos cambios extremos realzamos su belleza||B||B
51064197||Periodista de Casa Editorial El Tiempo desde 1995. Temas económicos y sociales. Música adulta. Esa mal llamada salsa. Exatleta nacional en salto largo.||2||26
2990422382||Gerente General Atlas Copco Compressor Technique Colombia, Venezuela & Ecuador. #Airecomprimido #compresores #Nitrógeno #oxígeno #Vacío #airebajapresión||1||11
1705229196||Hija de Dios.||A||A 
88111155||Industrial Engineering...  COLLECTOR OF HAPPY MOMENTS AND SPONTANEOUS SMILES||2||21
1089169970||El tesoro más valioso del Club es su fiel hinchada, por ello pensamos en  en sus necesidades,su realidad y sus sueños https://t.co/w1tLhoTNz9||B||B 
138101627||Mamá de un hermoso Príncipe quien es mi Gran Felicidad--- Diseñadora Gráfica.||2||24
296460857||Porque no nos ha dado Dios espíritu de cobardía, si no de amor, poder y dominio propio||A||A 
1539859572||Ministerio defensa, hincha del mejor equipo y 15 veces campeón azul!||2||24
73824225||???||A||A 
332865338||Amo a mi Ramón y son hincha del glorioso independiente Santa fecito||A||A 
260472986||No vivas para ser, por temor, la presa de otros sueños.Se vive una vez para ser eternamente ¡LIBRE! ¡LIBRE!||A||A 
278790173||Universidad Católica de Colombia||B||B 
2976636669||Ejecutivo independiente de ZRII||5||52
128389761||Relacionista Pública, auténtica y feliz.||2||26
282614564||° R E S I L I E N C I A °||A||A
58020295||Ingeniero Electrónico Especialista en Sistemas de Control Organizacional y de Gestion. Actualmente Gerente de Proyecto.||2||21
192703205||Productor/Gestor Cultural||2||21
2310316446||Relaciones Internacionales, Universidad del Rosario.         Cámara de Comercio e Industria France Colombia.||2||26
612854021||Coach. Prof. en Finanzas y Comercio Internacional. Profesor U.Rosario. Abogado. Director legal y comercial de @revistartificio - Flor Marina Ganadería Ovina||2||23
206001698||Partner Manager @ThePappCorn   Commercial Area. Marketing digital estratégico. Lo más  hermoso de la vida, compartir.||2||24
117202279||Marketing communications practitioner, compulsive reader and travel enthusiast.||2||24
94880328||Sentimientos Personalizados ::: Desayunos sorpresa - Chocolates con foto - Alfajores en letras, Flores y más...||B||B
96451969||I ♥ Colombia. Ingeniera Industrial. Viví 9 años fuera de Colombia. Siempre he amado a mi País, pero ahora mucho más, no lo cambio! Uribista a mucho honor.||2||21
136331907||🎹🐾Mamá de #Ofelia & #Flaco🐾DIOS❤️💞Alma💫🐕Luz☀️🌠Love🌈La vida sola se equilibra💆||A||A
191128066||Defensor de Derechos Humanos||A||A 
50308925||Productora Ejecutiva  DIPTONGO“Dedicaré mi vida al ajetreo y el desorden será mi amo.” A.C||2||26
238680904||Apasionada por la música, cine, baile una buena compañía,debilidad por los chocolates, helado y mas si es de arequipe. Enamorada de mis hijos. Xoxo||A||A
160903121||Cristiano,  Enamorado,  ñoño, ingeniero, animalista,...||2||21
779198778||Estudiante de Derecho, Universidad Católica de Colombia, Apasionado por el mundo automotriz||2||26
198818335||COO Rebus Event Tech #Startup #Colombian #Eventos Amante de la Innovación, entre otras delicias...||2||24
58784667||Software designer engineer at globant, hobbies: soccer(Millos), swimming, technology (Linux, Win2, iOS, Android), programming(JEE, Oracle, SQL Server), and poli||2||24
89589251||No comments...||A||A
211322898||Licenciada en Pedagogía Infantil||2||23
39906636||Estadígrafo de @MillosFCoficial.CEO en @MundoMillos Millos 24/7#NYGiants #Mets #NYRangers(también soy Project Manager)||2||24
198333606||CEO @ Mobijob||1||11
164507670||A smile can change your life.||A||A
187324415||PUJ - Comunicación Social con énfasis en producción radiofónica y periodismo. Música y fútbol.Radioacktiva 97.9 FM 📻|||2||26
61350428||Publicista en RCN||2||26
268537404||Lo mejor en Producción de Eventos CorporativosSalidas Pedagógicas y EmpresarialesInnovación y Estrategía con Resultados||B||B 
